name_x,ogrn,short_name,full_name,address_x,website,reg_date,liq_date,status_x,inn,region,okato,oktmo_code,okved,okved_code,okopf,okopf_code,domain_name,registrar,creation_date,expiration_date
"НОКЦ ИНТЕЛЛЕКТУАЛ, АНО",1027739899681.0,"АНО ""НОКЦ ""ИНТЕЛЛЕКТУАЛ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НЕГОСУДАРСТВЕННЫЙ ОБРАЗОВАТЕЛЬНЫЙ КОНСУЛЬТАТИВНЫЙ ЦЕНТР ""ИНТЕЛЛЕКТУАЛ""","125015, г. Москва, ул. Бутырский Вал, д. 2",www.intelstudy.ru,1999-03-04,2010-01-25,Недействующая,7715205369.0,Москва,"Москва, Центральный, Тверской",45382000000.0,Образование профессиональное среднее,85.21,Автономные некоммерческие организации,71400.0,INTELSTUDY.RU,R01-RU,2003-11-20 21:00:00,2022-11-21 21:00:00
"НОЦ ЭКСПЕРТ, АНО",1087799036060.0,"АНО ""НОЦ ""ЭКСПЕРТ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАУЧНО-ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ЭКСКЛЮЗИВНЫЕ ПЕРЕДОВЫЕ ТЕХНОЛОГИИ""","117630, г. Москва, шоссе Старокалужское, д. 62 (Бизнес-центр «Валлекс»)",ecexp.ru,2008-11-21,2021-06-28,Недействующая,7728008382.0,Москва,"Москва, Юго-Западный, Обручевский",45905000000.0,Подготовка кадров высшей квалификации,85.23,Автономные некоммерческие организации,71400.0,ECEXP.RU,RU-CENTER-RU,2009-06-01 20:00:00,2023-06-01 21:00:00
НОЧУ ДО ЦОКМ,1037739703814.0,НОЧУ ДО ЦОКМ,"НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ - ЦЕНТР ""ОБРАЗОВАНИЕ И КУЛЬТУРА МИРА""","121170, г. Москва, проспект Кутузовский, д. 43",ecpc10.ru,1997-07-02,,Действующая,7730095551.0,Москва,"Москва, Западный, Дорогомилово",45318000000.0,"Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки",85.42.9,Частные учреждения,75500.0,ECPC10.RU,RU-CENTER-RU,2007-05-30 20:00:00,2023-05-30 21:00:00
"НТП, АНО ТЕАТР-СТУДИЯ",1037739692253.0,"АНО ТЕАТР-СТУДИЯ ""НТП""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ТЕАТР-СТУДИЯ ""НЕЗАВИСИМЫЙ ТЕАТРАЛЬНЫЙ ПРОЕКТ""","117330, г. Москва, ул. Мосфильмовская, д. 17Б",teatrntp.ru,2001-02-27,2020-05-19,Недействующая,7729401250.0,Москва,"Москва, Западный, Раменки",45325000000.0,Деятельность в области исполнительских искусств,90.01,Автономные некоммерческие организации,71400.0,TEATRNTP.RU,RU-CENTER-RU,2021-07-15 08:55:21,2023-07-15 08:55:21
"НТЦ АЛЬФА РЕГИСТР, АНО",1147799001921.0,"АНО ""НТЦ ""АЛЬФА РЕГИСТР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ""АЛЬФА РЕГИСТР""","121096, г. Москва, ул. 2-Я Филевская, д. 7 к. 6 пом. ТАРП ЗАО",ano-ntc.ru,2014-02-03,,Действующая,7730185614.0,Москва,"Москва, Западный, Филевский парк",45328000000.0,"Технические испытания, исследования, анализ и сертификация",71.20,Автономные некоммерческие организации,71400.0,ANO-NTC.RU,REGRU-RU,2021-12-10 12:39:29,2022-12-10 12:39:29
"НУКЕР, УЧЕБНЫЙ ЦЕНТР",1027739270140.0,"УЧЕБНЫЙ ЦЕНТР ""НУКЕР""","НЕКОММЕРЧЕСКОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""УЧЕБНО-КОНСУЛЬТАЦИОННЫЙ ЦЕНТР ""НУКЕР""","119361, г. Москва, ул. Наташи Ковшовой, д. 5/2 этаж 1, пом. IV, ком. 3,4,5,6",ukc-nuker.ru,1995-11-29,2016-07-05,Недействующая,7715135471.0,Москва,"Москва, Западный, Очаково-Матвеевское",45323000000.0,Образование профессиональное среднее,85.21,Частные учреждения,75500.0,UKC-NUKER.RU,RU-CENTER-RU,2013-03-15 09:21:04,2023-03-15 10:21:04
НУМЦ,1037739007767.0,НУМЦ,"НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НАУЧНЫЙ И УЧЕБНО-МЕТОДИЧЕСКИЙ ЦЕНТР""","117218, г. Москва, ул. Большая Черёмушкинская, д. 34 кв. 417",www.14001.ru,1996-07-15,,Реорганизуется,7710197594.0,Москва,"Москва, Юго-Западный, Академический",45397000000.0,Образование профессиональное дополнительное,85.42,Частные учреждения,75500.0,14001.RU,RU-CENTER-RU,2002-12-15 21:00:00,2022-12-16 21:00:00
"НУЦ БОКИС, НОУ",1057747133180.0,НОУ НУЦ БОКИС,НЕКОММЕРЧЕСКОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ НАУЧНО-УЧЕБНЫЙ ЦЕНТР БОКИС,"105005, г. Москва, ул. Бауманская 2-Я, д. 5",www.bokis.ru,2005-05-31,2015-08-26,Недействующая,7701599748.0,Москва,"Москва, Центральный, Басманный",45375000000.0,Подготовка кадров высшей квалификации,85.23,Частные учреждения,75500.0,BOKIS.RU,RU-CENTER-RU,2004-05-27 20:00:00,2023-05-27 21:00:00
"НЭСК, АНО",1057748627694.0,"АНО ""НЭСК""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАЦИОНАЛЬНЫЙ ЭКСПЕРТНЫЙ СОВЕТ ПО КАЧЕСТВУ""","119004, г. Москва, ул. Александра Солженицына, д. 27 (Бизнес-центр)",www.nesq.ru,2005-10-14,2020-08-26,Недействующая,7709636889.0,Москва,"Москва, Центральный, Таганский",45381000000.0,Деятельность в области аккредитации,71.12.63,Автономные некоммерческие организации,71400.0,NESQ.RU,ACTIVE-RU,2018-07-31 14:03:16,2023-07-31 14:03:16
"ОБРАЗ БУДУЩЕГО, ОБЩЕСТВЕННОЕ ДВИЖЕНИЕ",1067799001962.0,"ОБЩЕСТВЕННОЕ ДВИЖЕНИЕ ""ОБРАЗ БУДУЩЕГО""","МЕЖРЕГИОНАЛЬНОЕ ОБЩЕСТВЕННОЕ ДВИЖЕНИЕ В ПОДДЕРЖКУ ОБЩЕСТВЕННО ПОЛЕЗНЫХ ИНИЦИАТИВ И БЛАГОТВОРИТЕЛЬНОСТИ ""ОБРАЗ БУДУЩЕГО""","105062, г. Москва, пер. Лялин, д. 20",www.obraz.gordon.ru,2006-01-23,2016-08-31,Недействующая,7709439263.0,Москва,"Москва, Центральный, Басманный",45375000000.0,"Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Общественные движения,20210.0,GORDON.RU,REGRU-RU,2016-02-17 14:09:21,2023-02-17 14:09:21
"ОБРАЗОВАНИЕ И КАРЬЕРА, НОУ",1027739893433.0,"НОУ ""ОБРАЗОВАНИЕ И КАРЬЕРА""","НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОБРАЗОВАНИЕ И КАРЬЕРА""","121002, г. Москва, пер. Кривоарбатский, д. 19 к. 2",www.oik.ru,2001-11-28,2019-06-07,Недействующая,7704233950.0,Москва,"Москва, Центральный, Арбат",45374000000.0,Образование профессиональное дополнительное,85.42,Частные учреждения,75500.0,OIK.RU,DR-RU,2021-08-16 10:16:45,2022-08-16 10:16:45
"ОБРАЗОВАТЕЛЬНЫЕ ПРОЕКТЫ ПАКК, АНО ДПО",1217700507991.0,"АНО ДПО ""ОБРАЗОВАТЕЛЬНЫЕ ПРОЕКТЫ ПАКК""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ОБРАЗОВАТЕЛЬНЫЕ ПРОЕКТЫ ПАКК""","115191, г. Москва, вн.тер.г. муниципальный округ Донской, пер Духовской, д. 17, стр. 18, этаж 4, ПОМЕЩ. 5/4",edu.pacc.ru,2021-10-22,,Действующая,9726000617.0,Москва,"Москва, Южный, Донской",45915000000.0,"Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки",85.42.9,Автономные некоммерческие организации,71400.0,PACC.RU,RU-CENTER-RU,1998-01-27 13:47:30,2023-02-28 21:00:00
"ОБРАЗОВАТЕЛЬНЫЕ ТЕХНОЛОГИИ СКИЛБОКС (КОРОБКА НАВЫКОВ), ЧОУ ДПО",1217700438856.0,"ЧОУ ДПО ""ОБРАЗОВАТЕЛЬНЫЕ ТЕХНОЛОГИИ ""СКИЛБОКС (КОРОБКА НАВЫКОВ)""","ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ОБРАЗОВАТЕЛЬНЫЕ ТЕХНОЛОГИИ ""СКИЛБОКС (КОРОБКА НАВЫКОВ)""","119021, г. Москва, вн.тер.г. муниципальный округ Хамовники, ул Тимура Фрунзе, д. 11, к. 2, этаж 1, ПОМЕЩ. I, ком. 75",dposkillbox.ru,2021-09-17,,Действующая,9704088880.0,Москва,"Москва, Центральный, Хамовники",45383000000.0,Образование профессиональное дополнительное,85.42,Частные учреждения,75500.0,DPOSKILLBOX.RU,REGRU-RU,2022-01-12 15:17:53,2023-01-12 15:17:53
"ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ЛА-МИ, НОУ",1027739681771.0,"НОУ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ЛА-МИ""","НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ЛА-МИ"" (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ)","127247, г. Москва, ул. 800-Летия Москвы, д. 4 к. 2",linguainform.ru,1996-12-24,,Действующая,7713122501.0,Москва,"Москва, Северный, Бескудниковский",45335000000.0,Образование дополнительное детей и взрослых,85.41,Частные учреждения,75500.0,LINGUAINFORM.RU,RU-CENTER-RU,2001-09-05 20:00:00,2022-09-05 21:00:00
"ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ЛАННА КАМИЛИНА, АНО",1027706003930.0,"АНО ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ЛАННА КАМИЛИНА""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ЛАННА КАМИЛИНА""","117049, г. Москва, ул. Житная, д. 14 к. 1",www.lannakamilina.ru,2002-08-23,2007-10-01,Недействующая,7706276123.0,Москва,"Москва, Центральный, Якиманка",,Образование профессиональное среднее,85.21,Автономные некоммерческие организации,71400.0,LANNAKAMILINA.RU,REGTIME-RU,2006-06-24 20:00:00,2023-06-24 21:00:00
"ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР МИР ЧУДЕС, НОЧУ",1107799002871.0,"НОЧУ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""МИР ЧУДЕС""","НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""МИР ЧУДЕС""","119330, г. Москва, проспект Мичуринский, д. 6 корп. 3",mgkids.ru,2010-02-11,2020-11-17,Недействующая,7729441278.0,Москва,"Москва, Западный, Раменки",45325000000.0,Образование дошкольное,85.11,Частные учреждения,75500.0,MGKIDS.RU,RU-CENTER-RU,2009-12-02 21:00:00,2022-12-02 21:00:00
"ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ОКСФОРД-КРАУН, НУ",1037739094634.0,"НУ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ОКСФОРД - КРАУН""","НЕКОММЕРЧЕСКОЕ УЧРЕЖДЕНИЕ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ОКСФОРД - КРАУН""","113093, г. Москва, ул. Люсиновская, д. 2 к. 1",oxfordcrown.ru,1998-02-10,2018-04-02,Недействующая,7705182698.0,Москва,"Москва, Центральный, Замоскворечье",45376000000.0,Образование дополнительное детей и взрослых,85.41,Частные учреждения,75500.0,OXFORDCROWN.RU,REGRU-RU,2001-12-05 21:00:00,2022-12-06 21:00:00
"ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР УНИВЕРСИТЕТЫ ДЛЯ ВСЕХ, НОУ ДО",1047796559800.0,"НОУ ДО ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""УНИВЕРСИТЕТЫ ДЛЯ ВСЕХ""","НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""УНИВЕРСИТЕТЫ ДЛЯ ВСЕХ""","129329, г. Москва, ул. Ивовая, д. 6 стр. 2",www.universities.ru,2004-08-02,2018-04-02,Недействующая,7716510943.0,Москва,"Москва, Северо-Восточный, Свиблово",45361000000.0,"Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки",85.42.9,Частные учреждения,75500.0,UNIVERSITIES.RU,RU-CENTER-RU,2019-07-02 14:06:58,2023-07-02 14:06:58
"ОБРАЗЫ, АНО ЦЕНТР СОДЕЙСТ.ДЕЯТЕЛЯМ КУЛ-РЫ И ИСК-ВА",1037700180000.0,"АНО ЦЕНТР СОДЕЙСТ.ДЕЯТЕЛЯМ КУЛ-РЫ И ИСК-ВА""ОБРАЗЫ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ЦЕНТР СОДЕЙСТВИЯ ДЕЯТЕЛЯМ КУЛЬТУРЫ И ИСКУССТВА ""ОБРАЗЫ""","129348, г. Москва, шоссе Ярославское, д. 26 к. 2",bala-ganchik.ru,1999-11-18,2016-09-12,Недействующая,7716187659.0,Москва,"Москва, Северо-Восточный, Ярославский",45365000000.0,Деятельность в области исполнительских искусств,90.01,Автономные некоммерческие организации,71400.0,BALA-GANCHIK.RU,RU-CENTER-RU,2021-11-30 14:11:09,2022-11-30 14:11:09
"ОБЪЕДИНЕНИЕ НЕЙРОАНЕСТЕЗИОЛОГОВ И НЕЙРОРЕАНИМАТОЛОГОВ, МОО",1117799002023.0,"МОО ""ОБЪЕДИНЕНИЕ НЕЙРОАНЕСТЕЗИОЛОГОВ И НЕЙРОРЕАНИМАТОЛОГОВ""","МЕЖРЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ОБЪЕДИНЕНИЕ НЕЙРОАНЕСТЕЗИОЛОГОВ И НЕЙРОРЕАНИМАТОЛОГОВ""","109052, г. Москва, ул. Нижегородская, д. 84",neuroshkola.ru,2011-02-04,,Действующая,7722311625.0,Москва,"Москва, Юго-Восточный, Нижегородский",45392000000.0,"Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Союзы (ассоциации) общественных объединений,20606.0,NEUROSHKOLA.RU,REGRU-RU,2019-03-06 14:03:17,2023-03-06 14:03:17
"ОБЪЕДИНЕНИЕ, БФ",1037700062003.0,"БФ ""ОБЪЕДИНЕНИЕ""","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ОБЪЕДИНЕНИЕ""","121069, г. Москва, бульвар Новинский, д. 18А кв. 18",razvitie1988.ru,2001-06-21,,Действующая,7704229495.0,Москва,"Москва, Центральный, Арбат",45374000000.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401.0,RAZVITIE1988.RU,RELCOMHOST-RU,2003-07-10 20:00:00,2023-07-10 21:00:00
"ОГНИ МОСКВЫ, МУЗЕЙ",1047796589235.0,"МУЗЕЙ ""ОГНИ МОСКВЫ""","НЕГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""МУЗЕЙ ""ОГНИ МОСКВЫ""","101000, г. Москва, пер. Армянский, д. 3-5 стр. 1",fonarimos.ru,2004-08-10,,Действующая,7701551753.0,Москва,"Москва, Центральный, Басманный",45375000000.0,Деятельность музеев,91.02,Частные учреждения,75500.0,FONARIMOS.RU,RU-CENTER-RU,2013-07-03 11:06:54,2023-07-03 12:06:54
